"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17"
"INDOLE-3-METHYL ACETATE",0.0266461148677475,-0.151792067989964,0.0450268756803155,-0.108278923283686,0.150565815057777,0.0597743769755857,-0.141038531279023,-0.0995694470125561,-0.255919094294093,-0.17581462646841,-0.0972388195415694,0.0728415798218817,-0.234792303985271,-0.141858070746887,-0.0164188264026126,-0.218398079348531,-0.119905591047775
"INDOLEACETALDEHYDE",-0.0196551774157694,-0.130124406711945,0.128506039514895,0.144433469658453,-0.0660833613681732,-0.0373710668231401,-0.0556452479639603,-0.0625919435897711,0.0210068290136649,0.181274766117702,-0.0268484910815257,0.101118063144796,-0.0782418523167871,-0.0670235588905692,0.246446055599017,-0.0140217522229721,0.106026398734893
"INOSINE",0.0164830629307638,-0.0397646210620453,-0.148523951366231,-0.0950618591299339,0.0755380325581205,-0.156666668818389,-0.093516213954342,-0.0345907267924643,0.0622218536479351,0.0553952792315294,0.0297895004214488,0.0457643532136246,0.0948496572006595,0.0624907314902689,-0.117121251284104,0.0982051189630488,0.0652029104464927
"ISOLEUCINE",-0.209851855282368,-0.0297540686555784,0.00398593788835998,0.0475123933668408,0.0762744952222679,-0.0299425773114023,0.00384760445451551,-0.0115455406203004,0.0012252114601298,0.0232332747240682,-0.0985346408264877,0.00709162343198931,0.0875127701600821,-0.0190009046689043,0.0816598752006199,-0.117718658822856,0.0381730342147001
"KYNURENATE",-0.385035129901354,-0.0311917341479895,-0.216871956861896,-0.183857296451716,0.188082160753144,0.104890794799604,0.164279222596814,0.359675339760982,-0.165825404261383,-0.056118230091256,-0.0450618291374019,-0.00385328494989996,0.0341229870115395,0.00960658786693666,0.114052304000773,0.064325873893756,0.104414306074191
"KYNURENINE",-0.0774405135470407,0.0636925302687112,-0.139387966783045,-0.00601004631671475,-0.104167675393335,-0.14316949601259,0.0175529175603036,0.00910400439801894,-0.0729045371432434,0.0793820674017543,0.0367502993130356,-0.186191731622623,-0.122681578105871,0.111006548937498,-0.00747413683802799,-0.034100843027673,0.106580181824401
"L-CARNITINE",0.00428798572136003,0.0296967695177501,0.0352792039382373,-0.0126834620602522,0.0375796483892982,-0.00744510047736721,-0.0969720292846143,-0.00731040845479423,0.0533676428142427,0.000480957461403875,0.0335345227042469,0.0327244174213823,0.116200442534003,-0.100024221955097,-0.115791493985847,0.0144242427598643,0.11389559580849
"L-DOPA",0.0475246129451318,0.074783519999568,-0.143249991959437,-0.00733717869503903,-0.0542493350299573,0.257473575947825,0.045024485065112,-0.35512051141528,-0.251939404191807,0.237453379353365,0.312672098022376,0.187692588463752,0.105374032108429,0.0584909880833748,-0.033469333715067,0.0258304737566238,0.0218346956966738
"LAUROYLCARNITINE",0.0438022349411864,-0.176859624636545,-0.219620432687272,-0.0345817186934364,-0.198459963442858,0.336250076368722,0.139588059913156,0.119473407906773,0.246502063848466,0.102713589158553,-0.0994447765228257,0.00883212588911917,0.119967666689207,-0.0373759808155154,-0.120485456221253,0.0461999498177834,-0.147385472242538
"LEUCINE",-0.226660557517674,-0.0136918217382626,0.0193606854711576,0.0462278685843431,0.0815675882267751,-0.0370707974362472,-0.00180986852098989,0.00681514783869352,-0.00433946403804436,0.0517966607272692,-0.0310827009920924,-0.00172080847401048,0.11249554111886,-0.0371571452519847,0.0658557973804154,-0.0320460702237736,-0.0415996073138877
"LUMICHROME",0.00729286519009778,0.296424864673802,-0.153199307772287,-0.00752922823924723,0.220964845262127,-0.0762606534756799,0.157720442362853,-0.0804862820719277,0.0373266423448099,0.00283720787783105,-0.00389517878198971,0.0899555563975864,0.0613622516574905,-0.138849531081508,0.0490128058224999,0.0438184401634989,-0.00755982330128072
"METHIONINE",-0.0368216797096433,-0.0300416656168737,0.0334001321605781,-0.0592652326325507,0.0717154727742277,0.0160879327625494,-0.0735273734862042,0.0203151043294598,0.0466225484300138,-0.0688156332030904,0.105701701671025,0.0947206778418682,-0.00100309831807733,-0.0365639753263243,0.00309619555860827,-0.0565985512423333,0.0926873675195923
"METHYLTHIOADENOSINE",0.0514312276997739,-0.0288701204349921,0.0156994119425028,-0.0868038870157586,0.0636780992493138,0.0256950745156029,-0.086203239253531,-0.00135687060168471,-0.0169417145070747,0.0781925698415716,0.0810778167802134,0.0643206805843915,0.0386799475853883,-0.11631257677509,0.0723729205405749,-0.0107594568570762,0.000690629680375379
"N-ACETYLPROLINE",0.0789426353377755,0.185425154985711,-0.0020148940170074,-0.00102590482664937,0.0370283521622632,-0.0366701342288916,0.101917545064753,-0.0770323032741426,0.179252315271876,-0.108158928828718,-0.0168027337865796,0.0971229124098163,-0.0153905066558599,-0.0192699319101763,-0.0839352554333758,0.0358864946543395,-0.0750662562153943
"N-ACETYLPUTRESCINE",0.0494815730929688,0.0275120513141009,0.0418615591751184,-0.107396422134314,-0.0127810460389487,0.0106617717144743,-0.0135736779039882,0.070119382149781,0.0900945487318275,0.00854283552102979,0.0630387911410893,0.0334748582805418,-0.0158117757363335,-0.0384326817007105,-0.00253011963697831,-0.0347551152427388,-0.144704462848515
"N-ALPHA-ACETYLLYSINE",0.00689854223144659,-0.0163379638412559,-0.00495532142631267,-0.0814215575154874,-0.0329426374070434,-0.0680797333254888,-0.0414570189598684,-0.0187879281731143,-0.15119228975352,0.114228857365907,0.0809458171599103,-0.094109364649546,0.0981525757858753,0.0966736617501103,-0.0655433450023165,0.0262236660902392,-0.132288476860303
"N-METHYLGLUTAMATE",0.0945037988779344,-0.00904713123760894,0.0208998549120912,-0.0500671774725507,-0.0861157011909228,-0.00717512606921759,-0.00260024760606789,-0.0200198068842748,0.0927674559572367,-0.0513438851642497,-0.0242243524019709,0.0745519048810413,0.193756799839839,-0.0204331625868999,-0.066294580609286,-0.131725415450775,0.0886394588651081
"N,N-DIMETHYL-ARGININE",-0.155905168755818,-0.014144160801453,-0.0841818468740864,0.209937076637266,-0.0546034576576955,0.105846582267658,-0.0989997958616204,-0.0704392183971281,0.0532834580414117,-0.0611143400976623,-0.000182599143799955,-0.000740886989847432,-0.161686131554811,0.0947575148484945,0.126345918876471,-0.0851320361434341,0.202557535570961
"N,N,N-TRIMETHYLLYSINE",-0.0763880834225442,0.0537453952389948,-0.0595062277743672,-0.0347423496082524,0.065515515793549,-0.0367826630402131,-0.131767735481688,0.123939749627704,0.0374414330155977,0.0461188948364262,0.0480548662771443,0.00304337754562614,-0.164269432829855,-0.0419541627784436,-0.260248149032118,0.0926263913241485,0.0972950597889692
"N1-ACETYLSPERMINE",0.0993443541934598,0.0297415056056332,0.0253983153412247,-0.321833632921229,0.0139550584328077,-0.126736075380384,0.0260922494780881,0.0568507123408964,0.116385877753695,-0.0582188905890739,-0.0946496733386041,-0.0484015544387307,0.0576483536378492,0.135894332417877,0.0718402256056314,-0.155252822959941,0.0892415400882394
"NICOTINAMIDE",0.0145584313418548,0.172903865611839,-0.0364166001701325,-0.0076536381792072,0.0502546173258854,-0.083455931039317,0.02790276302821,-0.0744306649400134,0.0672595076393225,0.065542246705536,0.00704867007459127,0.0419962112660054,-0.0254773516752384,-0.102922741023072,0.139175954887757,-0.0254235756744026,-0.0181668716094107
"NICOTINAMIDE MONONUCLEOTIDE",0.105839104579854,0.0310122605971287,-0.099673640077998,0.0502340832892502,-0.12792609627559,-0.00659484122860771,0.20899267189086,0.0976215974686013,-0.0314581292329198,-0.0240491826388125,-0.189017978626677,0.0397188047434298,0.0781383679398177,-0.111342245398416,0.0568404845911241,-0.00137263914507109,0.0688264566919899
"NICOTINATE",0.0931228179739845,0.0903612520940693,-0.0486274201039956,-0.0368377844910381,0.0696563185756201,0.0123672250807627,0.0271158569365679,0.0117307844095324,-0.0162140882580495,0.0547238391306936,-0.0073160706306316,-0.0617957682243879,-0.0158712516453212,-0.00659583160895536,-0.0929968782671903,-0.0130873759743174,-0.0751903626237235
"O-ACETYLCARNITINE",0.011349294555257,-0.114369944297322,0.122362009313876,0.156961432963615,0.0382184631906151,0.00495591578227545,-0.0309572410209749,-0.0454037293349915,0.0160363562529544,0.067085540618963,0.00241622020709623,0.103194252882866,0.0361294340361206,-0.0903566813064214,-0.11625473222464,0.0726260372906563,0.320371571670221
"OPHTHALMATE",0.0929346745372154,0.0480268580722778,0.0237759193560536,0.0325332137515729,-0.106305080668797,-0.141448637402634,-0.169877596935781,0.0653060654922859,0.111920270012531,0.0211788172877354,0.0180530687927102,0.197032597722629,-0.0647822740861262,-0.149031525758567,0.0901842757592307,0.10353995610604,-0.0472311892158008
"ORNITHINE",0.0424803199970749,-0.0650860039383352,-0.291266713435432,0.0456973390517003,0.107891704878973,-0.0382567966466629,-0.0648616558565245,-0.217342843145955,0.104896754193939,0.177171895999551,-0.255208786458594,-0.120177478142938,-0.0035984100438449,0.171926524558172,-0.045609963776865,0.0845705803020989,-0.015460145031402
"OXOPROLINE",-0.0376433507399796,-0.0210425776087016,-0.0720046945724194,-0.0176069027764804,-0.0123970558516406,-0.120911918795647,-0.00250671315375523,-0.0694762283511841,-0.118847248143029,0.0531445304876819,-0.00489145652656044,0.0382111847675944,-0.00535734264919936,0.0114965894182276,0.00397112756798017,0.0885517699662797,-0.0977238736908291
"P-OCTOPAMINE",0.0405252362639857,0.104352657907041,0.00847698481888296,-0.0847169072018443,0.0132386142382206,0.045808406866885,-0.174365481528339,-0.0269073008446019,0.0150104783718054,-0.0447335357247958,0.177841611293206,-0.05838219109626,0.0609317270085579,0.0208039622017303,0.169206328435284,-0.0168762628037497,0.05796281332096
"PANTOTHENATE",0.13507214638525,-0.0563866372941103,-0.0701654506731746,-0.101152975496911,0.0356714303761911,-0.0677620325924882,0.0608055824318413,-0.0981527837215954,-0.00424315647805765,0.00465642627105346,-0.135538163973032,-0.00385222948327744,0.0733441448309525,-0.0765875728444137,-0.075585435899438,0.212918229755543,0.257566445966016
"PHENYLALANINE",-0.0663580426466123,0.00993393470261697,0.0234764134300269,-0.00406244529075141,0.0324774369294798,-0.00630173910594457,-0.0521454847173572,-0.00563842178382786,0.0256069468779287,0.0182328012963393,-0.00179500448679899,0.0178403482916678,0.036188881863135,0.034397271886522,0.0470303399881777,-0.0467737250444295,0.0198004439875461
"PHENYLETHANOLAMINE",-0.0688469426041019,-0.00883167375030234,0.0323214642956609,-0.0077051765425348,0.0350958379837817,-0.00550649256237046,-0.0281189573543082,0.0209851856723339,0.0147643314803378,0.0277567227698125,-0.00992249453717222,0.0206653138748863,0.0496335974482601,0.0400035447265626,0.0275262712515941,-0.0167704055616516,-0.079763094239245
"PHOSPHORYLCHOLINE",0.088507753055171,0.0251628498143121,0.0789767084937386,-0.110908854451391,-0.00257608443163821,0.0642044423786862,-0.0459848146393022,0.018436025791031,-0.0510344928140528,-0.0285969843441107,-0.0349070158987725,0.0620293944285266,-0.0725541121268642,-0.0768890789964773,0.0466573791468538,0.0850765969905112,0.266106906896961
"PROLINE",0.116550285094759,0.0148698994774054,-0.00996967026065804,0.0725775076613393,0.0322897907051294,0.0347742016245479,-0.0952646807078897,0.0205334096282099,-0.0791286968445124,0.101214914627092,0.160306434343653,-0.0177164650328744,-0.108199767291257,0.155062057148179,-0.03706536273298,0.0239870680980132,-0.151808172337096
"PUTRESCINE",-0.114114510759391,-0.0716629286019495,-0.266356016756653,0.105550682672109,0.0529264893231149,-0.117310799428282,-0.0872619985370481,-0.150324073297901,0.0321086472424735,-0.164593970665268,0.128710709951445,0.0387405280982846,-0.0303532827580769,0.0305780259142891,-0.0889913221750099,-0.0640794583744463,-0.0875585912376843
"PYRIDOXAMINE",0.137740461103501,-0.27153255320546,0.0178964226869284,0.078522950568782,-0.122303542347288,-0.124507523202585,0.365929801961457,0.0586557394353715,0.0791540028992646,-0.00125975935738512,0.0344941044832298,0.118152729403464,-0.0919705019632336,0.025957481748077,0.190726634468582,-0.0263958090187831,0.0495688042060472
"PYROGLUTAMATE",-0.0429772990403606,-0.0144179829647126,-0.0943984257483716,-0.0305431851520882,-0.000174572760688936,-0.174415530365645,0.040267288454394,-0.093976589444677,-0.0971666484429499,0.0611387428268471,0.0807742097956906,-0.0354301721759417,0.131329478543722,-0.0422561285220298,0.139996424129005,0.069019561635785,-0.0344357472087445
"RIBOFLAVIN",0.131584087301734,-0.0221625358702118,-0.0262834421723004,0.183570076132845,0.150088494711671,0.424471114586912,0.108316895464677,0.146189140892145,-0.0862604199904549,-0.149835352491209,0.0623106737775148,0.15912485632183,0.119560961767754,-0.0215800875580327,-0.0440301355587347,-0.122871963294054,0.105894295646781
"S-ADENOSYLHOMOCYSTEINE",0.05703325366381,-0.142254854534829,0.0740217040578984,-0.0435779712059193,0.0878887477868693,0.17870284984413,-0.0571729238129972,-0.00899316928095284,-0.168902353413211,0.112900081667574,-0.172111849686372,0.0178880749546347,0.0214684382766605,-0.0153872662929974,0.0953931442263699,-0.139510290617141,0.0056410618647103
"S-ADENOSYLMETHIONINE",0.0770932883936453,-0.0725540963354983,0.0316413923947704,-0.0535674181787002,-0.0222177658396434,-0.00662119611738896,-0.0291957906127526,-0.0236576789315382,-0.0827981005226511,-0.0777850075091498,0.0850502218214343,-0.0393254068786404,0.048547264969902,0.0445199158171512,-0.0168334144622434,-0.0135533412003258,0.141206080226202
"SEBACATE",0.0828472753615552,0.00261653778453232,0.095158424429975,0.0158657705641445,-0.0442888023815058,0.0444999278509264,-0.0714817474514443,0.0843471791792815,-0.0174123569912999,0.00256065710672361,-0.0179774035936977,0.0776315439970107,0.0904056366271308,0.0537925793720338,-0.220332642907861,0.000805508650525489,-0.0199560327294354
