"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17"
"DEOXYGUANOSINE",-0.329629551193289,0.0702156946483,-0.0606031763180278,0.0573319065660612,-0.0163487418971995,0.0416831668175353,0.0880623367022345,0.0361805821475172,-0.00300309419546361,-0.0873704103505088,-0.00246041608361433,0.037737527832511,0.00514584425096467,-0.140159865369641,0.10782681393138,-0.132811988552464,-0.137642982385555
"GAMMA-AMINOBUTYRATE",0.0597855814732329,-0.0983298030994116,0.0369247556481686,-0.072932460991733,-0.0104950612606543,-0.0359667136269018,-0.0737115114431694,0.0589620995305043,-0.0246307114911969,-0.0105437979822944,-0.0257270581723994,0.114583306455203,0.027784878060707,0.158234912666981,0.0346338297071425,-0.145076555029388,-0.0873621484503843
"GLUTAMATE",0.0288015587650007,-0.0364225519305951,0.0272787720866912,-0.0926171944315308,0.0256059481012731,0.0309675732774727,0.00910845026115819,-0.0190502286479097,0.0196456787959346,0.0283734252562645,0.0551482595798299,-0.0462232219317425,0.072317622144215,-0.0358224833241814,-0.0306829560340626,-0.00816969589174668,0.0508923174759348
"GLUTAMINE",-0.0416712962649207,0.0641806753201423,0.0566520970750979,-0.0420746789782706,0.0897189081829648,-0.0713839771724389,-0.0125422021869065,-0.051016139155429,-0.165688107327913,-0.0400778122239684,-0.0522910464000696,0.0925909143964134,-0.288245991511871,-0.119533114504507,-0.0565421789346666,-0.196917727825825,0.0851568513886632
"GLUTARYLCARNITINE",0.0626284113250873,0.047739236390154,0.319570489996256,0.166177652881597,0.0280923530976819,0.16849049482957,0.107725558859106,0.280777001268439,0.0174702878594348,-0.0165458224064511,0.0256889413984272,0.19855009467807,-0.0208090858417868,0.0929638645365797,-0.227936670485055,-0.0491839318864011,-0.11600292536816
"GLUTATHIONE REDUCED",0.0289338322788548,0.0472557897158375,0.0728316692281055,-0.214937808703185,-0.0698092391914099,-0.0911918650981061,0.0234902215490362,0.0158374719120175,0.246944142412063,0.104051510174561,0.0423412691136344,-0.100097903432242,-0.0242786084580468,0.0653998234081929,-0.144178062184809,0.0483589420476515,-0.0532562028871184
"GUANINE",-0.261531982923545,0.041245093777952,-0.0403202853361717,0.0497683547274346,-0.019809587054886,-0.0383417844196426,0.0682676582254997,0.172565080601509,0.0479255765176343,0.00678469218346891,0.0191607941853783,0.075875999955867,0.0414594917786516,0.000656386294576887,0.210934695979633,0.222521103434407,0.0237752469718583
"GUANOSINE",-0.281401731892737,0.000958314411583276,0.0150405759787334,0.0984334779798346,-0.0820593529119426,-0.0768374678387989,0.0268033724446276,0.107171779933537,0.130951874309306,-0.0415756734895967,0.0693061011436711,0.149967003446358,0.052184124978418,0.0780890487742045,0.0613802370585129,0.0460467242176502,0.24079490699077
"HIPPURATE",0.0408271545096276,-0.0927475480100542,-0.0342829581619124,0.0356409342204444,-0.0885207793247935,0.0781124469423191,0.095290380915315,-0.0233659455383533,0.0992951600783345,0.139847491855975,-0.0862315432357797,-0.152011431600212,-0.0234603650377008,-0.110588598801263,0.0438710657816831,0.0474736469378747,0.255901835691092
"HISTAMINE",-0.00109068384259802,0.070607870478173,0.027597544096967,0.137294122948717,0.207853664432998,-0.104206224128624,0.146968328743272,-0.126638389006747,-0.131926159938074,-0.194459498188641,0.0303605469302842,-0.202039369097485,-0.0369968987088164,-0.0744746402467068,-0.0427631217012628,-0.112878338905515,-0.123942897596144
"HISTIDINE",0.0180212222535713,-0.104909322749202,0.10538779875479,0.112732595942491,0.100483537671018,-0.181353703923652,0.125465941973255,-0.073635360394292,-0.00747388510773499,-0.202944405388567,-0.286765583762016,0.0669719292162174,0.317785829608316,-0.0243892261418798,-0.0947636657318449,0.0814762347909771,0.111830193933939
"HISTIDINOL",-0.000176677534394349,0.0184885377156719,0.0268558153740831,0.121471194015938,-0.0333721388801418,-0.197130568510811,0.162992277442948,-0.174309682814328,-0.00150814654002276,-0.151166803696795,-0.0185162841088645,-0.0331731564846085,-0.074303311376796,0.0865446160603181,-0.185571930368519,-0.00116909432304782,0.0806738566088458
"HYPOXANTHINE",0.0353988166886089,0.000570349028504902,-0.0019887052004728,0.105862459408844,0.0285659948627694,-0.0517537056521477,-0.151482123743846,-0.0271813123317381,-0.0249758743403558,0.146955144384239,-0.0128049152770682,-0.109752931987403,0.127714364066261,-0.00259072578146248,-0.000673337153295124,-0.174946188744789,0.0713714856021155
"INDOLE-3-ACETATE",0.142227107633409,-0.192747164230929,-0.150362859880035,0.272163767223581,-0.188755508606481,0.258920674233357,0.091585294939825,-0.00809222387987029,0.322527107823667,-0.115592618920913,-0.0886013040456869,0.00105944252539714,0.0877286191215993,-0.102346416075932,0.0502086246271613,-0.0658941690984451,0.0107704051872889
"INDOLE-3-METHYL ACETATE",-0.0595695920575606,-0.0660307922634956,0.0553762955096225,-0.0853648558412828,0.113398722781458,0.190508684138739,0.0364749390804772,0.00752801327182416,0.111648324414345,0.0207448779824225,-0.190867645046126,-0.0871637772487545,-0.174581958553926,0.550146806674254,0.164692516998171,-0.0871584131185046,0.139975913208032
"INDOLEACETALDEHYDE",0.0440500596166439,-0.0470894389121451,0.0412537261696941,0.0528271677476873,0.0552028907133796,0.0759357795404703,0.0318411019930981,-0.0332219285554441,0.0608401115525044,0.0937613573572682,-0.106798799459644,0.159037295409651,-0.0786201309722833,0.0434667741532178,-0.113467375094132,0.183523615268568,-0.0618504686762585
"INOSINE",-0.101259797815756,-0.0457279729218309,-0.00868175993943668,0.0128898922008356,0.00610968206731039,0.00289087919777249,-0.00654273139839625,0.0396292156729933,-0.0208137849887412,-0.0563449687607275,0.045291484134577,0.181954307043458,-0.0198988206593747,-0.0649815707770875,0.0837243748673449,-0.107147392324758,-0.0212381983619649
"ISOLEUCINE",0.0146345698668692,0.163932604671335,-0.0728416320507062,0.0808754411940113,-0.00788151806254797,-0.00808497218529169,-0.0570222503994168,0.0334992740175023,0.0147876811352977,0.027708946031069,-0.0242195355604842,0.0363386464594217,-0.00844027151923772,0.0651079195309698,0.053698060951641,0.0708926581153899,0.106136479298234
"KYNURENATE",-0.0692759821403448,0.315846543124753,-0.188513743926301,0.0841309244568477,0.209422762353128,0.025969692951048,-0.173245489951523,0.00836504892246511,-0.0281994931426089,0.0895309476880303,-0.0385430527423263,-0.185587773514049,-0.0455176981454765,-0.0173572403234706,0.0308242833935835,0.131582337542575,-0.104595157019555
"KYNURENINE",-0.0239557455578919,-0.0114261840701155,0.0816107558901054,0.151335310262883,0.240436669550117,-0.019837929464147,0.00365129056900791,0.126051042172993,0.271546032266716,-0.332256458043431,0.117103270396968,-0.0686058438214766,0.0837756616731371,-0.0019095772549995,-0.0408779995914829,0.060248920939991,-0.0101637360661301
"L-CARNITINE",0.0132788380225302,-0.0271016356110274,0.0170600320191276,-0.0302573431571088,-0.0478700400532527,0.0227560024056155,-0.0351747417022087,-0.00668920695050473,0.00328784196983023,0.0202276445973207,0.056083857162788,0.0937618777315571,0.102925002696864,-0.027924367282614,0.0652724579004604,-0.083997694460664,0.0297356913236896
"L-DOPA",-0.0328446935452596,-0.0501263265677405,0.343330477553998,-0.0199265866042196,0.121363462070243,-0.262992299046821,-0.0352357993875309,-0.239706780000295,0.314883434447732,0.2139711402663,0.237692060545775,0.00793120360038312,0.0264506609013611,0.0903248643574437,-0.0345291796731476,0.121803437698156,0.00142705378189679
"LAUROYLCARNITINE",-0.0110593204083479,-0.234244649039062,-0.0358602879926746,0.136244004707788,-0.0740979203989983,-0.154285703500968,-0.151031985586163,0.126716341261426,-0.0336368382862587,0.0791075505585216,-0.080931444254281,-0.184522751084798,-0.0233364093138659,0.0881762904113222,0.00595587453979961,-0.0101519162847781,-0.0364272075783508
"LEUCINE",0.0152727636667169,0.142734614265626,-0.0627655854032217,0.0871479362466007,-0.0219305764126265,-0.0126233432337324,-0.0273975333202454,0.0235760616379423,0.00476614877385323,0.0204608367444841,-0.0779523865082495,0.0401472482226686,-0.039729514595402,0.0695544148591641,0.00191616128098764,-0.00582658089697545,0.0195714236281869
"LUMICHROME",0.0131829434512783,0.0216740761073418,-0.454774351870217,-0.188073541635915,-0.053818448649988,-0.142903165841443,-0.0454476178927236,-0.0334760436579123,0.242476940998345,0.0553346273417656,0.21861682666009,0.151236706939434,0.107876075659089,0.00483214240769038,-0.0148289264732859,-0.0274190384532229,0.0345724494410402
"METHIONINE",0.0573212613411244,0.0219384837817748,0.060672031238294,0.0589189673410615,-0.0491154201091072,-0.113173484805405,0.0429534550696686,0.0085428274994791,-0.121410595577976,0.0191164690312758,0.0182079196672866,0.0443542329670409,0.00011083761288905,-0.0385201378965367,0.0035785300742296,-0.0242351807758092,0.0391746808224972
"METHYLTHIOADENOSINE",-0.0195642816461306,0.0681665402348932,-0.00194717076620116,-0.0727803623210071,-0.0558966616322746,0.0349675915224772,0.055683626450377,0.0740875587255056,0.0325842852035339,0.0524444044683406,0.0465515033889302,-0.0164601466836911,0.0346315705648819,-0.0991005452297657,0.00547560660512708,0.0545377997147539,0.0255754659507003
"N-ACETYLPROLINE",-0.0663224213162029,-0.140809461378081,-0.195786778064108,-0.104723464579985,0.0468546011206228,0.0319952075504885,-0.0678772928121741,-0.100010705527953,0.0632979814970796,-0.0700034276785858,-0.103868614879788,0.0156963354561652,0.0135576359262726,0.081787241608406,-0.0403709640381516,0.105259639022097,0.0376136126397399
"N-ACETYLPUTRESCINE",0.0308990563774513,-0.0156170543963298,0.0394767373519975,-0.0852050943664746,0.00423687686337193,-0.0288760511431203,0.0518149902162171,-0.0160212876311709,-0.0365526111581148,-0.0139384509791658,0.0563955306361878,-0.0817275118274196,-0.0865678984395219,0.0738700586501778,0.0655033513241512,-0.0710799948718205,-0.198577492922002
"N-ALPHA-ACETYLLYSINE",-0.116112053603482,-0.00621379834613792,-0.05624009328405,-0.0941578244812185,0.0578773788159743,-0.0232376360183618,-0.0164138823980073,-0.0927854375226533,-0.0915185237881462,-0.121453847039184,0.0856143761319967,-0.0796597437234387,0.260364870622068,0.0951687539317833,0.0588637115537359,-0.132713719705805,0.0379772247742172
"N-METHYLGLUTAMATE",0.00946028907583608,-0.107548976379997,0.117596538535262,-0.0814882905730188,-0.100891923789479,0.0251436639056127,-0.0546278134654613,-0.0233951732663416,-0.0363243538600741,0.00988961764223424,0.113937444952293,-0.126726895333172,0.144132345946291,-0.102938298261802,0.10032837397488,-0.0999454123769904,0.0171273052019672
"N,N-DIMETHYL-ARGININE",-0.0461290486946436,0.0954197260488966,-0.0489582626816712,0.0892372762784934,-0.104658750459086,-0.103863887877549,0.0353646421955049,0.0180206065756238,-0.00902504004269051,0.06410224730188,0.0632712359624309,-0.153556730884833,0.0951591759671223,-0.109469578594298,-0.115061213325643,0.0178634675844023,-0.143581380568538
"N,N,N-TRIMETHYLLYSINE",-0.0191087181152315,0.0721749539215444,-0.01086166032075,0.00453582336472429,-0.0373097226810145,-0.0887797051909727,-0.135520980575798,0.18293364018217,-0.157213797683471,0.174523905428514,0.0340654456571529,-0.0462497381392312,-0.0292692182024993,0.160745504973325,-0.118251461415525,-0.162904682689222,0.126472026161885
"N1-ACETYLSPERMINE",0.0153201213292604,0.0990169608115977,0.017723838982201,-0.144410499456453,0.124604685385593,0.0598075988874878,0.111156659763921,0.0821046627049703,-0.0857777249208621,0.188739975642902,-0.105455203863638,-0.136544714344106,0.199148050893077,-0.047868324380542,0.150909670476845,-0.215203420283854,-0.0191993400186165
"NICOTINAMIDE",-0.0289016700470387,-0.0243413119471756,-0.165239554213059,-0.0308831896102094,0.0490746641881478,0.0845976707590496,-0.133654153503834,-0.0611687234374654,0.0147154366364029,-0.00996022296968336,-0.164819460468089,-0.0888439264831135,0.0405087144120424,-0.157358290430385,-0.127798532368585,-0.210607093303877,-0.0533670020635958
"NICOTINAMIDE MONONUCLEOTIDE",0.0773108859831708,-0.16239596468144,0.0156027319690463,-0.00516222804132373,0.017428570340889,0.0563148144510337,0.00309138383138273,0.106801684637409,-0.117032288465042,-0.0312867653757483,0.0973250251606041,0.0984951983861977,-0.11851191980656,-0.109798612178898,0.0207511895897402,0.233231902200533,0.0442485243951588
"NICOTINATE",0.00775505934264205,-0.0985441633694507,-0.090684430097565,-0.0224190707956181,0.0706055214228919,0.0937435018066323,0.0483744773281305,0.026995415118364,-0.143966322451426,-0.0143063396286639,0.19790819047937,0.142067707233606,0.0529912833653101,0.021862977487248,-0.0978996730482753,-0.218750607921882,-0.00170868108815543
"O-ACETYLCARNITINE",-0.0219863420400652,-0.0343943210868441,0.00395552062738651,-0.0233425397331884,-0.0546282380005954,-0.064604675799712,0.00118850623648127,0.0190146195799649,0.0549888430042658,0.0615953989362102,0.0379256438957195,-0.0267723510856596,-0.135472200848498,0.0865211616375863,-0.0258675615665823,-0.0310639236689168,-0.466335619986547
"OPHTHALMATE",0.076669544300783,-0.0831687798358969,-0.143603719169942,-0.11777552859955,-0.175748165938657,0.119465478448327,0.166856314073117,-0.146403141040441,-0.182538388385037,-0.0635920956127674,0.125191008673422,-0.0685328895508209,0.0992514897431403,0.034192469352028,0.0855702428359672,0.110728194363584,-0.0243580473379567
"ORNITHINE",-0.00352964729041379,0.0916476538735216,0.0234356942957319,-0.0695001777752227,-0.178936789844988,0.000983109104610626,-0.0282559800893498,0.0835032368681644,0.0699955219232257,-0.0555829257836818,-0.0215082248351176,-0.094950392097533,-0.209464880848952,-0.0647846060722698,0.0305977836114961,0.0413674017111744,0.0723885881735583
"OXOPROLINE",-0.0160226969191947,0.0429778762667248,0.0185638215382259,-0.0589801179297043,0.0163053862390848,0.0616290422329931,-0.0390555852566375,0.0184186271709624,-0.0646035456558958,-0.0705334526400611,0.058742522991771,-0.0326553715497919,-0.0543652594469563,0.0829332130529207,0.0430778022775342,-0.0947226161660128,0.0115301217790105
"P-OCTOPAMINE",0.0740196823523435,0.0766813785990301,0.120541129897591,-0.217022181831605,-0.13497956670887,-0.155122762366674,-0.0762445975352513,-0.0214509760679111,0.119385012602161,-0.0383664336238449,-0.157937021578662,0.0447499324378281,0.0594918716362089,-0.151095303536376,-0.0811150542364438,-0.170370372672146,-0.0461332099122526
"PANTOTHENATE",-0.0253970446296398,0.0467674466823966,-0.0240698311958557,-0.0557405688112399,0.0657730507507294,0.0774742898491788,-0.0582780380625758,-0.0456428099041728,-0.0137126693493225,0.05654226847284,0.0915616415898873,-0.0218061269474894,-0.195331101387376,-0.177400985856571,0.0259928692361029,0.0962883811164252,-0.0238155109023275
"PHENYLALANINE",0.0273948673674839,0.0228213510077302,0.0176175065689346,0.0288971502443717,0.00711067470306332,-0.0262389747866687,0.00285395378626079,0.0195911035440075,-0.0341188337205917,0.00134405449626562,-0.0110653478105381,0.0783229136977222,-0.0270879165062947,0.0520436043173126,-0.0589578305117498,-0.00705056768974671,-0.0736291706858866
"PHENYLETHANOLAMINE",0.023142815369184,0.0270487302777376,0.0144754111671079,0.0405266024228399,-0.00411122329014669,-0.0187426458951779,0.0190799727544039,0.0132702822180237,0.00208031873197806,0.00537823460235163,-0.00188856502525598,0.0475355584746495,-0.0349105613964672,0.0556164738224146,-0.00750130532826559,-0.0206047247487205,0.122001924810398
"PHOSPHORYLCHOLINE",0.0470177141677515,-0.0453963029553911,-0.00489410181193681,-0.0743037260512104,0.109382455459284,-0.0119982769065955,-0.0435892849287689,0.0105228825516871,-0.0747281630431838,0.0512415144164882,0.088346065215876,-0.0600719270076739,0.0078548740313217,-0.0847241816724823,0.0794450593010521,0.031038477359787,0.310098882714435
"PROLINE",-0.0222625523725071,-0.124994046441669,0.0810441054312685,0.0394755215605525,0.0611439097743207,-0.133989506946495,-0.215113623912213,0.0430584054951644,-0.198113002889377,0.111326443541756,-0.0449535980102318,0.00318866697872138,0.197701012142355,0.0146851202062312,-0.195496174418466,0.15013757787792,-0.0868237878336944
"PUTRESCINE",-0.198545280635715,0.0966338779752084,-0.0252875028996186,0.175714960409922,-0.324422444500388,-0.055477736312588,0.169081650865021,-0.178586965152529,-0.115517672746867,0.00115843723504886,-0.0756201135965915,-0.0709534949916109,-0.0211359899908854,0.111370412270804,-0.0926419607949931,-0.0107057426493541,0.0401724379426867
"PYRIDOXAMINE",0.0620316908701037,-0.0298378671675377,0.12439369378762,0.017672485213274,0.227464064213777,0.230725421625013,-0.045833149221001,0.0770268605236302,-0.0586171483510308,0.0787855862002541,-0.0333036529378385,0.0104443907001573,0.145847576269092,-0.0914950893894821,0.0025534910747202,0.142929053497301,-0.016066510814476
"PYROGLUTAMATE",-0.00277725385739402,0.0469929159573069,-0.018659371070743,-0.0738128321827512,0.0217950228517535,0.0358907848839535,-0.0709086198668034,-0.0751007822588233,0.0235437178932308,-0.201015735131508,0.0187042208980558,-0.00902810509088783,-0.055948433026901,0.0623994403319745,0.140494704306205,0.0203660020011384,-0.189664874222407
"RIBOFLAVIN",-0.0942240368211826,0.0487150543777109,0.0554396650200015,-0.128993869865786,-0.0271733691007732,0.0782760633222291,0.16407118782255,0.0294201850333875,-0.0378730020649795,0.0201679017049243,-0.343580026600526,-0.0238854955764608,-0.035241143483993,0.095505330343175,-0.0719447614780141,0.151741729766263,0.0265110184240932
"S-ADENOSYLHOMOCYSTEINE",-0.00412704119101447,0.0409052486674438,-0.0146452133737857,0.100485194466689,-0.010665250942347,0.0669881837768535,0.0657665835255526,0.10855711465066,-0.0150528536846728,0.0157908530252589,0.0432754223825026,0.0757982451838131,-0.143704489820693,-0.0390815129216,0.149853010897428,-0.0859544284281245,0.077511570065915
"S-ADENOSYLMETHIONINE",-0.0175691369404669,0.0164634424528899,0.136987245055077,-0.090358879386751,-0.0201610350061989,-0.0626504947962578,0.068738530146306,0.025660125131039,0.0987744178766057,0.0355977045528327,-0.0272766268451865,-0.0219398166374356,0.0773227045150345,0.10525195799821,0.00334642551901932,-0.155544408561991,0.148688380042386
"SEBACATE",0.0181762670704445,-0.0988648206453712,0.0282780518754146,0.00623151361506132,-0.0734362299687943,0.109821154035325,0.0253496201158255,-0.0973776845765874,-0.0979484712092628,0.00964075233671581,-0.0141993494149019,-0.0294092317416041,-0.0899686348671028,-0.0531045724701742,0.0126152013494309,-0.0400766729307524,0.0217970299224905
"SERINE",-0.00691220905810106,0.0917411105241448,0.0267525589011731,0.0253883824749323,0.0198631081724749,0.0711654590661358,0.0142579029795763,0.0294383861968174,-0.021215957300614,0.0038100770680253,0.182463230964885,-0.0840445580064684,-0.187770221028321,-0.153613139720018,-0.0526401513766976,0.189594071084079,-0.00529580966716039
